2794897657461000, 2, 1.0110096352222117e+17, 21000.0, 21000.0, 146604817679.5
0, 6, 8.5032690819409e+16, 202651.667, 37756.5, 93627604561.0
2826872136252000, 2, 5.82021048121555e+16, 185500.0, 21000.0, 154394154512.5
15212008098810000, 1, 1.521200809881e+16, 21000.0, 21000.0, 170697233390.0
0, 8, 1.059880168752548e+16, 54407.0, 43268.75, 156779306546.625
46653857873617890, 41, 5.9546551909419464e+16, 130331.927, 82600.122, 126109483292.341
43166170000000000, 1, 4.316617e+16, 21000.0, 21000.0, 168371945344.0
11198335000000000, 7, 4.672302858056071e+16, 76434.286, 60349.857, 157129448700.857
57674739511379176, 4, 7.25088525e+16, 86661.25, 63024.25, 164008513347.75
3350366503856379, 6, 7.102770197345386e+16, 52783.667, 44308.667, 180507858987.333
3147552640848000, 3, 3.782614206760347e+16, 97333.333, 23937.667, 157081631480.0
17456471190853592, 4, 1.297129294258775e+16, 71539.75, 28292.0, 171015669756.25
1462850320407000, 2, 1.796932e+16, 21000.0, 21000.0, 153856203138.5
43836936293437241, 9, 1.6962462222222222e+16, 141437.333, 94218.0, 143318353741.667
22983510000000000, 1, 2.298351e+16, 21000.0, 21000.0, 168371945344.0
0, 4, 2.1855153e+16, 64056.75, 49570.0, 126705242474.5
21942388670593582, 47, 4.053354162766295e+17, 183867.021, 95453.66, 149444073485.702
449711764475860582, 39, 5.702080111347841e+17, 157612.0, 91737.564, 104579312483.0
54222090794825485, 20, 1.41172706e+17, 227003.55, 87543.15, 161954439021.7
117444542942792837, 80, 8.619299778739515e+16, 81173.087, 38244.688, 97835105383.05
26054653649977691, 258, 9.92192950123918e+16, 185599.248, 92637.0, 145009127832.136
15951146225171981, 1, 1.595114622517198e+16, 21000.0, 21000.0, 164871945344.0
15940268483007692, 11, 2.2451150968600966e+17, 121027.818, 96868.0, 131281881946.364
608249640374437485, 469, 1.190815165136802e+17, 190964.802, 127186.783, 90893592037.925
11338840890224200, 44, 1.3604853554144264e+17, 120427.341, 94489.727, 127372192976.318
45491512324140209, 11, 1.0357335511601003e+17, 79201.182, 59045.455, 168866592754.091
25595089427551714, 208, 6.016707149838711e+16, 173521.231, 121966.639, 38154790310.014
899581200238071894, 819, 2.024384021125527e+17, 181075.348, 124121.673, 79518242414.109
3750847876485378, 4, 1.2089776619625256e+16, 61296.25, 43164.25, 147705826915.75
403582312451705, 28, 1.130342346386941e+17, 72046.429, 34612.607, 130833449205.25
18622068894761226, 1, 1.8622068894761224e+16, 21000.0, 21000.0, 164871945344.0
19172031066179225, 6, 6.027531574259011e+16, 185512.167, 68565.667, 123804785592.333
31285051073951387, 480, 2.905959235799444e+17, 125063.427, 85985.642, 94217204335.802
65026698882046496, 374, 9.443218493941333e+16, 159054.807, 121382.23, 100599541730.083
25315837749912000, 1, 2.5315837749912e+16, 21000.0, 21000.0, 164871945344.0
55212000000000000, 4, 4.2029280277640314e+17, 26250.0, 21000.0, 197818069675.75
212396989014000, 87, 1.2491359708044197e+17, 155179.241, 85578.954, 131823312831.149
9495172849983044, 37, 1.8112522934868995e+17, 136022.459, 98300.324, 133449763435.703
181901481660579625, 246, 1.2461259629782602e+17, 154427.183, 103414.577, 61979064991.882
36285466248524789, 6, 9583333333333334.0, 45003.667, 31391.167, 184441380208.167
662129265715244725, 34, 4.130296653520164e+16, 188252.382, 124266.529, 145995338581.029
15355577194849175, 84, 9.806635758856222e+16, 74848.143, 61881.964, 109521439920.679
78228636900000000, 4, 9.46829507050515e+16, 31500.0, 21000.0, 140283687296.5
23010000000000000, 1, 2.301e+16, 21000.0, 21000.0, 164871945344.0
8624024514104000, 3, 8.28928322021587e+16, 21000.0, 21000.0, 141578823256.667
896995058606364885, 9, 6.111111111111111e+16, 116955.444, 98462.889, 146399158922.111
89274601681156993, 11, 5.728136728097238e+16, 75848.273, 65039.091, 149768150307.182
17513030370122764, 110, 4.155449894761712e+16, 154504.0, 109334.064, 53764413997.564
36310581562321000, 6, 1.856068170270535e+17, 43433.333, 27291.167, 94641083395.5
35400679370665739, 760, 2.507220398561755e+17, 162813.067, 111390.733, 82434203100.432
3466295598675324, 7, 8804584061874193.0, 45420.429, 33492.286, 151124465140.143
59675519851805129, 45, 9.146524177777778e+16, 126175.444, 85871.178, 78589630836.244
310000000000000000, 18, 1.7222222222222222e+16, 542483.222, 468279.222, 148003448118.667
11794117626194497, 59, 1.3352825485130802e+17, 151264.847, 110605.153, 157031071555.661
27712924829477432, 5, 4.5952946e+16, 306660.2, 112251.0, 153559439472.4
55332390893429511, 4, 1.9057759932664262e+17, 121999.25, 87751.25, 185244825770.5
123035801295099617, 11, 6.00970391400855e+16, 246143.636, 90020.364, 123115477092.636
187669620179056250, 7, 4.542601631172777e+17, 229783.0, 141026.0, 159038114121.857
10574198624926042, 21, 1.2001457863550949e+17, 128949.095, 71844.81, 111449667953.0
0, 6, 4.3141886833333336e+16, 51626.167, 41688.5, 167178283365.667
207913146439791378, 9, 2.3101460715532376e+16, 150000.0, 21000.0, 37262498178.778
